diameter,closeness,clustering,betweenness,edit count,editor count,article size
26,0.15424229797092034,0.0679328167080626,0.0016721718021366126,9559,3490,134256
32,0.15396580100928586,0.06605701342064904,0.0050543698898833644,2871,1184,94764
39,0.13101392222947542,0.033089857022707,0.003018572073619669,4844,2359,89884
37,0.12206065388708794,0.05690392291698882,0.007460154094072736,2468,1042,98725
24,0.17065840861154846,0.047584764093571146,0.009609957985470983,1291,561,54797
23,0.19778050929898489,0.18851139678423362,0.009516836857218885,2085,477,87770
51,0.11820404503059888,0.0469782709705047,0.0035907800813926756,6114,2308,104126
34,0.11059089148721546,0.0205240448217803,0.013378788083893521,1237,643,49783
29,0.139305822442566,0.058860343915505466,0.00205410527669806,7653,3204,103035
45,0.11915436274231608,0.04429663951743727,0.0030251620527063663,6302,2652,121870
27,0.14850741235525683,0.03820266607472198,0.0015742033674201838,9537,3827,203418
83,0.08062734852755929,0.025431815698376853,0.010404177701135265,2371,1250,50061
44,0.16026741570055697,0.09510179935555528,0.0030124704569011976,4326,1930,66491
38,0.09409155177186768,0.04462042261936292,0.056746327994928215,465,190,37792
24,0.17629191574102562,0.11488496252040044,0.017183901595923774,1046,300,106693
39,0.12003133724491007,0.06595488270548917,0.007869218116963022,2526,1031,133606
42,0.12342709169983539,0.12316652879441926,0.011274996759315915,2404,709,116643
44,0.11339914235285327,0.030211056520823218,0.0038698175443086695,3937,2196,82540
30,0.14797622180473485,0.052035951602697195,0.003533615587606202,4258,1732,102952
30,0.13713941545005054,0.03936633381688838,0.004711598655327298,3428,1430,95575
37,0.1262924094721345,0.033114859439492945,0.003765559876512969,4432,1973,57701
49,0.11942357216246428,0.052201139618339755,0.003207835665874579,5576,2526,103088
55,0.08039768288656168,0.027116320914177462,0.011092005828596409,2850,1103,91884
25,0.17119110044920358,0.09020495872585457,0.001325093976813613,11566,3919,173854
35,0.13923316589035992,0.1048400146647109,0.009192912825971757,2663,746,243998
41,0.13714731521763698,0.09374415029016164,0.010946162814881866,2203,654,67281
59,0.10836912080280738,0.06460648351325174,0.01506296086415057,1384,638,40081
39,0.13402850229704844,0.0402005377617203,0.0019635774799714617,7641,3526,102606
72,0.048774393170812676,0.014271123694711965,0.1064605928215872,423,212,68959
67,0.08285833597008554,0.07773463081202074,0.018624519524318418,1387,695,20777
45,0.16317180701293105,0.08998261816617835,0.002160029220471098,5722,2608,78424
55,0.09807884840696411,0.04498586419897109,0.02445283001550327,804,421,44154
31,0.14924665757642863,0.10021963005829991,0.017825791497165414,1445,357,82372
60,0.1120445154927742,0.02487357316914924,0.003040336762817335,5963,2840,82232
33,0.14417810190143557,0.0734696162905397,0.012828997756304389,1715,510,70803
38,0.11715068092977847,0.028141326016837134,0.0072256515938627485,2285,1122,95031
35,0.13867032007011992,0.05797762315672078,0.004995839961137608,3396,1351,161624
53,0.1533459552762508,0.08812193795335582,0.0017204137103290073,7873,3485,143083
27,0.21398699308206923,0.177057010794342,0.0010240400576459114,13164,3872,137116
57,0.13409634915564136,0.060935777518647635,0.006140778470014339,2987,1225,52059
25,0.1299217694254774,0.050776704545885676,0.039371626465691416,407,190,67046
34,0.11888120984901211,0.07525535728978874,0.014880157992662534,1734,543,85560
35,0.11379421905722409,0.040746742437527586,0.00437057198870743,5193,1899,104437
25,0.15036660562933898,0.05502942184003813,0.0029178268496690006,4895,2059,59724
24,0.14374505915344007,0.04240752194985394,0.006994160898141029,2114,901,89570
30,0.16042651739553732,0.06666494073132587,0.002169926978436239,7014,2570,145868
66,0.07818787882461926,0.03433047167122763,0.03685773131350807,971,385,49674
40,0.11214438548980797,0.07162313801070501,0.034320855640842286,970,264,107266
53,0.0735828975730403,0.022425957602166875,0.04363920841901422,1002,319,57629
79,0.08471710232536314,0.056012178655356154,0.023856175897619764,1560,567,90127
26,0.13734474544737207,0.05966350764073914,0.013611710446841778,1405,501,92384
37,0.1559796274962575,0.07932466569217435,0.004144712698326623,3268,1480,104209
42,0.12326170245945928,0.0327777380861162,0.003916613641765909,4366,1973,73278
31,0.149613129606977,0.054460911667497905,0.003335818777224659,3853,1836,72789
44,0.0993123397804879,0.041573261344801604,0.041208595337525404,924,251,87075
70,0.13784177982848037,0.04487061814578077,0.0024316818002888966,6501,2862,125762
37,0.15615551403845576,0.11822932962276103,0.002427534045197812,6913,2476,99142
27,0.19891524410310438,0.14907209177221,0.002297937930182245,4688,1929,55852
33,0.13020394083213718,0.07948483652501284,0.024977874796276736,1159,296,67504
39,0.13451294478336503,0.07610915161865642,0.003476492522969283,5050,2002,78010
36,0.1472961848503266,0.0563613780925674,0.0031528417830928327,4692,1996,92887
38,0.140188996589243,0.04377831218287472,0.0030348462012669553,4962,2191,92117
39,0.1416843895758447,0.04491320039952816,0.006908393794909319,2366,956,98708
37,0.12728928101855147,0.042032145382087834,0.006270320557952346,3300,1184,132356
68,0.09545384175383392,0.04081377262764282,0.01492545067018268,1680,754,82646
49,0.12544749177123055,0.05109129457329546,0.004158258369125347,4421,1856,112177
39,0.08370226254694721,0.06459018541544839,0.0386053597874549,816,318,43671
43,0.10292836138664548,0.05827672590346839,0.01801928350476955,2153,536,123242
22,0.16005038465024496,0.07532163302315761,0.019280749403305576,1335,300,93916
54,0.15609425983280506,0.102075737345178,0.0033625226481944566,4413,1877,71631
39,0.12945835193220975,0.04890404259312682,0.006958315987578568,2449,1047,69714
47,0.13138294645767773,0.07774386311337601,0.00470697869714128,3978,1551,175350
41,0.13546758717759896,0.09087088439424536,0.02890191346502785,1175,267,117524
40,0.1539812614429205,0.05093406900419221,0.002082084469870278,6528,2913,92898
52,0.12481222441125203,0.03931894062109589,0.003406184621901959,4570,2216,68446
31,0.15208274691473542,0.09712462105229473,0.0047659754723799784,3901,1302,66793
55,0.07416129500736977,0.03151342105659001,0.037309395073823554,1450,366,64978
45,0.07889802894668475,0.022271647667885797,0.011946313826696482,2036,1051,59291
31,0.16784502844593224,0.11168530470328372,0.0014663035165289643,10307,3660,139266
53,0.1074379152481462,0.044859077030334836,0.003844979737722608,6186,2364,147382
30,0.12007819061172137,0.03694926524729711,0.005692468436772972,2788,1375,30201
31,0.19857550236310362,0.12618852754532608,0.00621087653413107,3351,750,102220
58,0.11996399089283799,0.04980324072563298,0.006063390742139493,3103,1347,60961
34,0.12264852047836225,0.06957902916883119,0.009114364637109946,1948,832,46287
41,0.12688109498431718,0.0637423878150871,0.030836162462906335,675,262,61486
36,0.1353135878924775,0.03827387009200013,0.0032361928776331915,4548,2100,65148
39,0.12954352961741064,0.04134840838696233,0.00441810818217581,3867,1659,107290
29,0.1488873262026175,0.09238367718828608,0.0023450157578159196,6600,2583,179336
51,0.08978782384479403,0.048713940463047715,0.022663773761641994,1096,505,103791
52,0.13059316117016487,0.09627900721000755,0.007658289658289653,2611,1001,102359
45,0.09049257666420128,0.03837388671203174,0.020058585678132665,1245,553,129516
125,0.04041429930494358,0.03996509507069365,0.07003591461983084,969,427,80274
27,0.15262784569312263,0.041831770122100445,0.0024113906545218215,5751,2438,142737
28,0.15390134245766585,0.09393544741460907,0.008830562772651257,1860,679,77095
23,0.15131452036662385,0.046270058947457345,0.009251803574443117,1512,647,67578
20,0.19984288455045016,0.161535601895079,0.040505789690236875,556,108,28960
43,0.11995295145576215,0.032596874541259604,0.004010948503396768,4228,1992,125068
26,0.13762989497331185,0.040440901736214174,0.006551044786763658,2245,1026,98710
44,0.13992023113522853,0.05902440084445272,0.003031884761547417,5039,2210,183054
38,0.10812479298651184,0.027747517934107135,0.009032985504434604,2079,990,63833
43,0.15250123089302398,0.08513840653007186,0.00492815597422958,3344,1276,70992
31,0.14438652937888263,0.04016485981324921,0.002331821135177181,5453,2682,100397
48,0.15558450711654612,0.052419428878473694,0.0021559925171480226,6256,2710,97951
24,0.1551674670886276,0.0952812663527099,0.013372599069851838,1470,437,52331
56,0.09427667220699824,0.024105818688958235,0.0080359672862739,2564,1321,90515
28,0.14182755533361321,0.05561672928804767,0.011432085625298271,1516,577,57917
44,0.1310712124253384,0.04902654826160041,0.0020381541380718477,8521,3524,116184
39,0.09239307753081441,0.04726018793789878,0.04986347070046957,509,220,51543
44,0.11283856959590066,0.04775094919440176,0.005518529905208919,3472,1549,78421
31,0.14883864203409727,0.0690154489360741,0.002144893787246075,7517,2839,156297
34,0.1406647644208044,0.03855714317427263,0.0031771449661916785,4420,2058,82264
31,0.15230464549288283,0.07183559515395896,0.003940880620900003,5469,1539,104974
53,0.10252346078354053,0.07449599973053334,0.023369569272930612,1771,442,83557
29,0.13238412088861648,0.028591910829967888,0.012570950481347196,1080,561,36047
29,0.13809990155762905,0.04700621622980086,0.008279642907699551,1993,811,61246
38,0.11481119823880326,0.03026674074786173,0.003185490744131889,5878,2549,137456
51,0.11179582570084147,0.05371172130633431,0.004898534837354404,3772,1750,60350
53,0.10283357670003507,0.03740371701966997,0.0034363915483085865,5458,2722,133651
30,0.15069861328238873,0.12340127094290047,0.058804572072937884,382,117,18996
54,0.10119656996281451,0.07245538094002447,0.006790613561412511,3756,1431,145205
18,0.2449637276747952,0.22699408441279315,0.002558228477569796,4923,1303,133405
36,0.12194045864649455,0.05657978429396016,0.008185028473348246,2015,956,79663
31,0.11667610754689442,0.02535281069958505,0.015034762126504243,1240,543,43718
35,0.14876091569478117,0.06248328730537227,0.0050706597102051915,3014,1232,121588
29,0.18391230218562282,0.1031127944047598,0.0021066599892109643,6917,2276,109583
40,0.1371158035805478,0.05063993629942184,0.0029418365678655152,4804,2302,104206
31,0.16976236128741273,0.10253195559842006,0.0015443864862721504,9291,3387,171148
32,0.15061788635934834,0.042555826295739035,0.00279406512706957,4752,2151,136890
36,0.13704553439540149,0.059063209329883196,0.0033803104331975036,5033,2023,140061
39,0.1269136584870959,0.036014237660068844,0.0025226640144920777,5819,2926,100692
33,0.1637430104313135,0.06855882633074893,0.001802858563582037,8108,3053,129400
53,0.11637361397017262,0.04497086470732662,0.002301872864710158,9124,3564,96986
40,0.11830348978752811,0.039048056370145454,0.005609577712115974,3365,1438,87101
31,0.18534528231840242,0.14229144897332524,0.005918847420735066,2108,844,41119
53,0.11741518123371547,0.05832779582880836,0.0037970960694785377,4668,2197,122129
37,0.14171120242541568,0.06543265261131524,0.0035903591861498425,4601,1832,122105
26,0.15652599310531673,0.0666427909918996,0.0008922448392725276,19085,6392,255527
37,0.14627995996930118,0.07516878713079804,0.0046813258417060044,6165,1418,131080
62,0.10670690384137589,0.03435085068382027,0.016825008958917014,1113,547,59016
31,0.17191977754976698,0.07619996288892188,0.001944913945737783,9351,2674,90924
29,0.15945996564286619,0.07614231042393392,0.005271302617635375,2913,1093,77380
31,0.14971529944777665,0.06628748757575127,0.007802604842478833,2252,790,71033
43,0.13829897684915327,0.040662974748281545,0.003012807233599872,5157,2253,114710
54,0.10863984520111014,0.023459325975664358,0.004539335235771633,4257,1942,133524
46,0.09485027975886877,0.030700705768938838,0.021186372935433826,1861,493,57622
26,0.15631427602664802,0.045463145115464454,0.0023802058790341456,5623,2432,101009
34,0.14156013030825998,0.05965955069245283,0.006868715830826915,2350,965,44636
48,0.08964517241783328,0.05689713441766821,0.018489055566999223,1250,614,44140
37,0.12906181930370902,0.06669641897920474,0.009083705899258412,1976,820,118157
33,0.11297162142746942,0.03940645332115077,0.013040336663120804,1378,659,34799
26,0.13934706268022123,0.029130161193332192,0.0020474363196360465,7259,3143,103447
35,0.12957614092476757,0.03463130152402173,0.002948438366690006,4908,2415,63047
28,0.14858439691103076,0.08329538936673551,0.00897441224546192,1754,691,86679
48,0.07229850139141165,0.05323542804545619,0.08029383624536868,579,185,54004
29,0.1700472737539538,0.12074722955529667,0.0073895823746298805,2269,733,57742
34,0.12261570068636557,0.04419223216384015,0.01055079344259917,1894,736,76539
77,0.08731958478173522,0.06774504773862393,0.013339067224097752,2402,890,70751
57,0.1509321489163484,0.09023278236988633,0.004403899841512986,3302,1505,49732
30,0.12538511549737055,0.06445098883744073,0.02572838632160666,837,297,38153
27,0.165808153962075,0.0906634544528309,0.005573558465277794,2388,989,58908
26,0.18985850478873945,0.10563152410852661,0.0014491123012432584,10402,3175,124570
34,0.13181156986401482,0.02866371390722047,0.0018290439332589758,8890,3839,116104
34,0.1438191237341049,0.09152368143147321,0.006909663276157222,3203,947,236550
31,0.1487441528655855,0.07589529941125185,0.00683130528405672,2079,913,75028
25,0.1556257577817758,0.11064784265438746,0.013083844159456404,1389,454,50797
25,0.16062521512747482,0.09472669906979078,0.008525441597698639,2557,664,96732
38,0.11584502639132992,0.04392917887934736,0.017901088013587616,937,469,80162
23,0.1557849826989637,0.06872637493656106,0.010727196665539894,1274,546,62401
28,0.12152535748012702,0.1227010973963953,0.03669904869764049,1121,214,50512
34,0.10966632210440729,0.030244024055080757,0.037126528409380355,661,245,44616
33,0.14643089907174275,0.07162513160704745,0.0031088384889999413,5569,2016,129708
38,0.13072123321224874,0.0639817013782901,0.0024715601171827486,8958,2890,141330
27,0.16061779466535697,0.0693896233316526,0.0031520838852377316,4485,1771,155511
47,0.13232779489303845,0.05070818398244425,0.002171466424400614,6546,3287,88700
30,0.12809348976612245,0.05750588620242852,0.031019563418346382,552,241,36140
41,0.1701882452606844,0.12142998258782428,0.003789608255237905,3770,1426,53317
35,0.13079033801464365,0.035501093803060116,0.0022182683546610395,7506,3209,135912
27,0.165109400460032,0.08276199667002147,0.0028410177496836055,5477,1944,93404
34,0.1415703560211359,0.06816990264405588,0.01871432519871774,1054,366,44399
39,0.12225983344989343,0.03783886706739349,0.014193222223950367,1115,553,98695
35,0.1104330544287616,0.05197191955045243,0.00713999855712637,2553,1220,50532
46,0.12377382730281104,0.05553272468975862,0.002713548994282597,8223,2834,132813
29,0.11292287972859853,0.05224636894846822,0.01347851224498965,1961,622,99826
36,0.12418962047906107,0.03386433706698528,0.014011132944816101,1482,559,69738
45,0.09445538986745776,0.04173966089916205,0.010076243194975328,2182,1049,71596
47,0.09890184451951152,0.03169686840002746,0.004493973869554946,5107,2180,162661
43,0.14113218767138244,0.08395550338415389,0.004733798750232824,4532,1458,132608
51,0.12312199998249272,0.05282241308245596,0.003961594437781356,4771,2004,131504
35,0.14023127975307634,0.06021295160628034,0.005442588237055525,3050,1220,79500
34,0.156866430804413,0.11665214210725552,0.03573187147350727,1016,180,75436
34,0.11056583616188798,0.028791149532408862,0.04667460669923426,444,188,35884
32,0.159289173943262,0.08925676694986902,0.0018907541120691718,6644,3030,79572
45,0.07431838412147039,0.032115001030684535,0.034856388521153206,1016,395,29632
65,0.06800662881833891,0.0835066012787394,0.03309264078670348,1600,451,41311
26,0.16164906977880528,0.05605258298506104,0.0017596913638543087,9311,3104,154430
31,0.10600589760180669,0.022041201078311777,0.03290673545319231,604,284,43597
33,0.11640566576235568,0.049962400847327545,0.009041618815227935,1829,924,67058
25,0.1506463034006426,0.05430757230298287,0.002231876340498313,6538,2680,131642
39,0.11697257817314832,0.03717598338164735,0.0026742845488002273,7283,2997,201298
46,0.14832097190367294,0.08649365635225366,0.0059150213819208,2826,1102,51737
35,0.10292988446798593,0.025282197171679205,0.03242250454535251,605,300,36944
27,0.17326196464757154,0.09551753770198664,0.0009034609893684449,15191,5637,221561
40,0.1554552606090839,0.08374894445854492,0.0036852375076412737,4026,1600,123665
23,0.2429275754294005,0.23085666541436348,0.0011775029719077986,9464,2852,148893
22,0.18755252731679026,0.13487798291531028,0.009126512864436836,1962,527,89780
28,0.18723797780679005,0.10610865176243915,0.002921664729505905,4128,1631,133412
43,0.10221956770464366,0.04748610390223655,0.012201123078014115,1767,799,60447
34,0.10402306088507383,0.043757667735106386,0.052355470466386285,378,180,26681
33,0.1449203325989501,0.07966820349632159,0.014899759437574562,1542,442,88765
36,0.16256184906119794,0.1143927847904577,0.0037195901947586164,4009,1531,81920
29,0.17895247210710954,0.09389400143771774,0.008092462603406575,1910,618,78253
42,0.08996212218077869,0.027514167011687247,0.014595358750281355,1407,740,32252
28,0.17346608234308236,0.15517055849199446,0.02108868352788586,759,257,21248
25,0.18773387495943678,0.11226019761229122,0.0010683694009566156,15043,4291,104385
55,0.10622380515809719,0.05050966092560785,0.013926484804376358,1779,681,101225
39,0.1364053195902355,0.0570160555762523,0.0077970011553592615,2365,892,103639
26,0.1834384616739605,0.15524424958457417,0.0277559990496555,1286,185,128120
35,0.1258399211791721,0.028450507905738668,0.002027121589183568,8383,3623,121750
34,0.1349367396290811,0.040371316303514246,0.0023956807110946973,6743,2847,134902
60,0.12046552539984957,0.032294725384429214,0.004207754784087357,3829,1903,64516
42,0.11422497670716783,0.08863828915857125,0.00674030704796815,3200,1288,89070
18,0.17956812261176713,0.08112789419252955,0.022149277264477452,1095,227,98288
32,0.14581637217678775,0.12255382597440231,0.06574837952099036,547,103,84697
43,0.10490675797911107,0.07323753607708514,0.028083920196673613,1272,342,76404
26,0.17101415011939597,0.07582779668513243,0.0025507319302832563,5530,2023,215477
27,0.18119099691903517,0.1110308687214102,0.0019431605458445941,8426,2488,165147
40,0.1137797984834614,0.06783280188611827,0.023100593713107073,1137,381,84061
31,0.11106085362793018,0.027680311207925124,0.00299862210421647,5598,2807,90354
30,0.14194299432604257,0.03975092104951988,0.002310917707414453,6603,2738,130593
42,0.1469606029205586,0.08260262408859442,0.0028210133650500243,6928,2296,167179
28,0.15156391307652195,0.055845840379046434,0.003084281360115497,4998,1945,120562
31,0.14938197204710396,0.07264827198934545,0.0061153534285752495,2661,1006,129701
21,0.17805247028510315,0.12494806969911391,0.015258363198304216,1507,335,72675
67,0.1380775868756868,0.09130168811443812,0.007398969997615098,2450,983,114305
26,0.21094764709740813,0.12749970359236543,0.0060427270474410115,2408,688,131092
44,0.10127523804920952,0.044028622228156546,0.010044017718276847,2254,995,96869
34,0.10951264256779884,0.037597663459278376,0.010952563988381236,1538,801,96102
24,0.17210767711192554,0.07229393723220191,0.0012364263199397007,9991,4143,153081
28,0.17232662901613668,0.09041380148426072,0.004835690596619387,3116,1074,103757
35,0.1387811162053504,0.05027641357914941,0.0021932713821838025,8951,3008,193324
34,0.14366073211034106,0.06116928714400626,0.0010250608486357716,15365,6155,141131
71,0.07837661681566499,0.030944381101878863,0.012131988547296588,2689,1128,117040
31,0.18944596902083208,0.1521849802723596,0.0020384036558786242,6805,2281,104310
28,0.13531933030747148,0.06146973688201767,0.008287927717968917,2363,828,81313
32,0.154978421024463,0.1256050011882917,0.00655305650459813,4426,920,161125
42,0.11016867708574149,0.040217525493142635,0.0068478232428712225,2502,1258,66183
29,0.12378470507278161,0.06438850316225543,0.03560169349855088,557,221,48891
32,0.12673262521195053,0.03987303687187134,0.004748253179621597,3659,1544,131758
33,0.11026548264148474,0.07414494315647724,0.030434893766222382,681,292,47875
36,0.17969734688443373,0.12696417882844005,0.0009175561111587425,14717,5427,173752
37,0.17379074851867665,0.1812006254148536,0.008710238428669428,2894,649,94733
38,0.14030461846260356,0.05297089133810243,0.00652014477514682,2988,1034,70262
41,0.09652333720652735,0.02853261152884387,0.012415254078082994,1803,806,64977
29,0.1674132909169003,0.12139327631459833,0.0011137643108086973,15914,4752,203859
44,0.11070753555656528,0.06459503906292478,0.016080254674645918,1346,561,65556
43,0.152922566018385,0.056336348051105045,0.0011919926968015854,13363,4956,169027
25,0.1937897120609593,0.1251814310616547,0.0006232656047038238,25509,7030,293351
34,0.1256053689999042,0.029769081315567675,0.006875277053282881,2700,1095,94268
48,0.09966986856048093,0.027966123518426648,0.010561567600085045,1909,939,61804
35,0.12420655487347722,0.06071345883266832,0.008151242498975848,2415,964,60589
34,0.15272020334758454,0.07130066717573122,0.004347337001188012,3944,1395,160586
44,0.13256016965542178,0.07764876998441184,0.010585568115119353,2146,696,77050
46,0.1227332611429914,0.03461096917403576,0.007754829022678555,2366,1009,62142
35,0.13763239239106334,0.06855984979705615,0.010644695707339783,1671,655,57727
40,0.13031815110399184,0.05015476656775011,0.010235336059931736,1720,710,103776
34,0.11282362893330013,0.029629922454333508,0.01663042905002331,1101,518,106956
28,0.1899449949490408,0.12861096769242303,0.0035231059314913445,3290,1351,93039
56,0.12151171719704955,0.053569049227674456,0.0029194615967985268,7194,2702,184627
40,0.12697003108647606,0.05597511557259575,0.0032709872592202095,5323,2282,146975
40,0.12317624115071865,0.042653335155129306,0.0023506429389775715,6703,3251,81595
29,0.11403427056598142,0.06478091493851966,0.03213330248213969,659,260,77591
63,0.08001986058609159,0.04322181237305981,0.012856174509612305,1721,981,35799
39,0.13230500635881265,0.0269303424406401,0.0032730296787355324,4386,2148,120847
37,0.14446357364647106,0.08182478665731488,0.0017451682105890424,11119,3707,264391
57,0.14560431084726064,0.0950939984551598,0.0023180771559024953,7836,2809,133534
34,0.15731505636735882,0.06658612203161465,0.002434371855064333,5742,2386,94602
58,0.13545829552418143,0.05056260655143626,0.0013273201468558748,13592,5198,126637
